prot_organism_1	prot_organism_2	bit-score
NP_011828.1	NP_002849.1	63.2
NP_011828.1	NP_002849.1	63.2
NP_013583.1	XP_016874336.1	38.1
NP_013583.1	XP_016867237.1	33.9
NP_013820.1	XP_011543873.1	49.3
NP_013820.1	XP_011543873.1	32.7
NP_013820.1	XP_016880190.1	45.8
NP_013820.1	XP_016880190.1	40.0
NP_013820.1	XP_016874612.1	35.8
NP_009529.1	NP_071355.1	74.7
NP_011055.3	NP_113605.2	142.0
NP_011055.3	NP_004841.2	114.0
NP_011055.3	XP_011530593.1	105.0
NP_011055.3	NP_003567.2	87.4
NP_011055.3	XP_006715898.1	80.1
NP_011055.3	NP_055185.2	64.3
NP_011055.3	NP_005003.2	57.8
NP_011055.3	XP_016866920.1	57.4
NP_011055.3	NP_848519.1	53.1
NP_011055.3	NP_940980.3	54.3
NP_011055.3	NP_054700.2	53.5
NP_011055.3	NP_006866.2	50.8
NP_011055.3	NP_003233.4	51.6
NP_011055.3	NP_005202.2	35.0
NP_011378.1	XP_016880190.1	106.0
NP_011378.1	XP_016880190.1	105.0
NP_011378.1	XP_016880190.1	79.7
NP_011378.1	XP_016880190.1	60.1
NP_011378.1	NP_055317.1	67.0
NP_011378.1	NP_055317.1	57.8
NP_011378.1	NP_055317.1	52.4
NP_011378.1	NP_055317.1	46.6
NP_011378.1	XP_011543873.1	65.1
NP_011378.1	XP_011543873.1	64.3
NP_011378.1	XP_011543873.1	63.2
NP_011378.1	XP_011543873.1	42.4
NP_011378.1	XP_011543873.1	37.7
NP_011378.1	XP_011543873.1	32.0
NP_011378.1	XP_016874612.1	40.8
NP_011378.1	XP_016874612.1	38.5
NP_011378.1	XP_016874612.1	38.5
NP_011378.1	XP_016874612.1	32.3
NP_011378.1	NP_060912.2	35.4
NP_011378.1	NP_060912.2	35.4
NP_011378.1	NP_060912.2	32.7
NP_011378.1	NP_060912.2	32.0
NP_011378.1	NP_001025126.2	33.1
NP_011958.1	XP_016883257.1	36.6
NP_015283.1	XP_006715898.1	160.0
NP_015283.1	XP_006715898.1	31.2
NP_015283.1	NP_848519.1	123.0
NP_015283.1	NP_113605.2	80.9
NP_015283.1	XP_016866920.1	70.9
NP_015283.1	NP_005003.2	60.5
NP_015283.1	XP_011530593.1	60.1
NP_015283.1	NP_003567.2	57.8
NP_015283.1	NP_005202.2	52.0
NP_015283.1	NP_004841.2	50.8
NP_015283.1	NP_054700.2	50.1
NP_015283.1	NP_006866.2	48.1
NP_015283.1	NP_940980.3	42.4
NP_015283.1	NP_055185.2	40.0
NP_015283.1	NP_055185.2	40.0
NP_015283.1	NP_003233.4	33.9
NP_009672.1	NP_997279.2	37.7
NP_009672.1	NP_057209.3	37.4
NP_014109.1	NP_054828.2	35.0
NP_013528.1	NP_060354.4	34.7
NP_009984.1	XP_016880190.1	100.0
NP_009984.1	XP_016880190.1	96.7
NP_009984.1	XP_016880190.1	75.9
NP_009984.1	XP_016880190.1	65.9
NP_009984.1	XP_016880190.1	60.1
NP_009984.1	NP_055317.1	89.0
NP_009984.1	NP_055317.1	83.6
NP_009984.1	NP_055317.1	60.1
NP_009984.1	NP_055317.1	50.8
NP_009984.1	NP_055317.1	38.5
NP_009984.1	XP_011543873.1	67.4
NP_009984.1	XP_011543873.1	66.2
NP_009984.1	XP_011543873.1	63.9
NP_009984.1	XP_011543873.1	34.3
NP_009984.1	NP_001025126.2	36.2
NP_010756.3	NP_066963.2	32.0
NP_009792.3	XP_016859429.1	42.7
NP_009792.3	XP_016859429.1	33.5
NP_009792.3	XP_016859429.1	31.6
NP_012906.3	NP_002018.1	136.0
NP_012906.3	XP_011516144.1	33.9
NP_010242.1	NP_000952.1	31.6
NP_012626.1	NP_001822.3	30.4
NP_116615.1	NP_002856.1	177.0
NP_116615.1	XP_005269109.1	171.0
NP_116615.1	NP_001027004.1	137.0
NP_116615.1	XP_016885453.1	127.0
NP_116615.1	NP_653194.1	75.5
NP_116615.1	NP_940980.3	56.2
NP_010569.3	NP_113605.2	84.3
NP_010569.3	NP_113605.2	39.3
NP_010569.3	NP_113605.2	38.5
NP_010569.3	NP_003567.2	83.2
NP_010569.3	NP_003567.2	37.7
NP_010569.3	NP_003567.2	34.7
NP_010569.3	NP_004841.2	75.1
NP_010569.3	NP_004841.2	43.9
NP_010569.3	NP_004841.2	34.7
NP_010569.3	XP_006715898.1	68.9
NP_010569.3	XP_006715898.1	40.0
NP_010569.3	XP_006715898.1	37.7
NP_010569.3	XP_011530593.1	70.1
NP_010569.3	XP_011530593.1	35.4
NP_010569.3	NP_940980.3	64.7
NP_010569.3	NP_006866.2	55.1
NP_010569.3	NP_848519.1	50.8
NP_010569.3	XP_016866920.1	50.4
NP_010569.3	XP_016866920.1	34.3
NP_010569.3	NP_003233.4	48.5
NP_010569.3	NP_005202.2	48.1
NP_010569.3	NP_005003.2	47.8
NP_010569.3	NP_054700.2	43.9
NP_010569.3	NP_055185.2	33.9
NP_015515.1	NP_066963.2	43.1
NP_015515.1	NP_066963.2	34.7
NP_009614.2	XP_016875499.1	55.1
NP_009614.2	XP_016875499.1	42.4
NP_009614.2	XP_016875499.1	32.7
NP_009614.2	NP_116262.2	47.4
NP_014146.1	XP_016874612.1	42.7
NP_014146.1	NP_055317.1	40.4
NP_014146.1	XP_011543873.1	35.8
NP_014146.1	XP_011543873.1	34.3
NP_014146.1	XP_016880190.1	35.0
NP_014601.1	NP_004634.1	62.0
NP_014601.1	NP_037418.3	40.0
NP_013409.1	NP_874356.1	34.7
NP_010132.1	NP_076990.4	233.0
NP_012028.1	NP_476502.1	73.6
NP_012028.1	NP_476502.1	71.6
NP_012028.1	NP_476503.1	42.4
NP_012028.1	NP_476503.1	38.1
NP_012028.1	NP_476503.1	37.7
NP_012028.1	NP_569055.1	33.1
NP_012074.3	NP_005898.2	139.0
NP_012135.1	NP_075555.1	80.1
NP_015151.1	XP_016875279.1	78.2
NP_015151.1	XP_016875279.1	72.4
NP_013093.1	NP_006764.3	228.0
NP_013093.1	NP_061955.1	177.0
NP_014597.1	NP_006866.2	162.0
NP_014597.1	NP_113605.2	152.0
NP_014597.1	NP_004841.2	113.0
NP_014597.1	XP_011530593.1	101.0
NP_014597.1	NP_003567.2	87.0
NP_014597.1	XP_006715898.1	70.5
NP_014597.1	XP_016866920.1	59.7
NP_014597.1	NP_005003.2	52.0
NP_014597.1	NP_940980.3	51.6
NP_014597.1	NP_054700.2	49.7
NP_014597.1	NP_005202.2	43.9
NP_014597.1	NP_848519.1	39.3
NP_014597.1	NP_003233.4	37.0
NP_013363.1	XP_005269109.1	154.0
NP_013363.1	NP_002856.1	141.0
NP_013363.1	XP_016885453.1	121.0
NP_013363.1	NP_001027004.1	103.0
NP_013363.1	NP_653194.1	97.4
NP_013363.1	NP_940980.3	65.5
NP_014292.3	XP_016862299.1	79.0
NP_014238.3	NP_004841.2	185.0
NP_014238.3	NP_004841.2	145.0
NP_014238.3	NP_113605.2	89.0
NP_014238.3	NP_113605.2	52.8
NP_014238.3	NP_003567.2	84.3
NP_014238.3	XP_011530593.1	73.2
NP_014238.3	XP_011530593.1	63.9
NP_014238.3	NP_006866.2	62.4
NP_014238.3	NP_006866.2	32.7
NP_014238.3	XP_016866920.1	49.3
NP_014238.3	XP_016866920.1	36.6
NP_014238.3	NP_848519.1	48.5
NP_014238.3	NP_005003.2	47.8
NP_014238.3	XP_006715898.1	43.9
NP_014238.3	XP_006715898.1	33.9
NP_014238.3	NP_055185.2	39.7
NP_014238.3	NP_003233.4	38.5
NP_014238.3	NP_054700.2	34.3
NP_014238.3	NP_005202.2	33.1
NP_011879.1	NP_037418.3	38.9
NP_011879.1	XP_016878827.1	34.3
NP_013995.1	XP_016876854.1	30.4
NP_012514.2	NP_940857.2	36.2
NP_012514.2	NP_940857.2	33.1
NP_012514.2	NP_001657.3	34.3
NP_012514.2	NP_004841.2	33.1
NP_011428.1	NP_055571.2	30.0
NP_011739.1	XP_011543873.1	32.3
NP_014670.1	NP_004108.1	44.3
NP_015296.1	NP_056175.3	47.0
NP_015296.1	NP_056175.3	35.0
NP_015296.1	NP_061955.1	32.3
NP_013441.1	XP_011510082.1	35.8
NP_010929.3	NP_004932.1	954.0
NP_011982.1	NP_001657.3	53.9
NP_011982.1	NP_001657.3	34.3
NP_011982.1	NP_116262.2	44.7
NP_011982.1	NP_116262.2	42.0
NP_011982.1	NP_909119.1	33.1
NP_011982.1	NP_079216.4	32.3
NP_013834.1	XP_016880190.1	114.0
NP_013834.1	XP_016880190.1	101.0
NP_013834.1	XP_016880190.1	100.0
NP_013834.1	XP_016880190.1	42.0
NP_013834.1	XP_011543873.1	80.1
NP_013834.1	XP_011543873.1	77.4
NP_013834.1	XP_011543873.1	62.4
NP_013834.1	NP_055317.1	63.2
NP_013834.1	NP_055317.1	57.8
NP_013834.1	NP_055317.1	39.7
NP_013834.1	NP_055317.1	32.3
NP_013834.1	XP_016874612.1	43.1
NP_013834.1	XP_016874612.1	38.5
NP_013834.1	NP_001025126.2	32.0
NP_010611.3	XP_011543873.1	43.9
NP_010611.3	XP_016880190.1	39.3
NP_010611.3	NP_055317.1	36.6
NP_010974.1	NP_001138587.1	40.0
NP_011320.3	NP_055571.2	35.4
NP_014897.1	NP_060096.3	61.2
NP_014897.1	NP_008965.2	59.3
NP_014897.1	XP_011516144.1	57.4
NP_010682.3	NP_054828.2	156.0
NP_013064.1	NP_055317.1	102.0
NP_013064.1	NP_055317.1	32.0
NP_010946.3	NP_115732.2	35.8
NP_011082.3	XP_016874709.1	69.3
NP_011082.3	NP_001657.3	69.7
NP_013522.1	NP_078805.3	87.0
NP_011451.1	NP_061955.1	73.9
NP_011451.1	NP_006764.3	62.4
NP_011451.1	NP_006764.3	43.9
NP_011451.1	NP_056175.3	32.7
NP_015064.1	NP_004059.2	297.0
NP_013271.1	NP_004059.2	34.7
NP_012974.1	NP_001003937.2	57.8
NP_012974.1	NP_072095.2	45.1
NP_012440.1	NP_003567.2	148.0
NP_012440.1	NP_113605.2	121.0
NP_012440.1	XP_006715898.1	102.0
NP_012440.1	XP_011530593.1	104.0
NP_012440.1	NP_004841.2	104.0
NP_012440.1	NP_005202.2	89.7
NP_012440.1	NP_005202.2	36.2
NP_012440.1	NP_005003.2	87.4
NP_012440.1	NP_006866.2	71.6
NP_012440.1	NP_054700.2	73.9
NP_012440.1	NP_848519.1	69.7
NP_012440.1	NP_003233.4	68.2
NP_012440.1	NP_940980.3	67.8
NP_012440.1	XP_016866920.1	60.5
NP_012440.1	NP_055185.2	47.8
NP_011954.1	NP_037418.3	42.4
NP_011954.1	NP_037418.3	38.1
NP_011954.1	NP_037418.3	35.0
NP_011954.1	XP_016878827.1	36.2
NP_012725.1	NP_003752.2	40.4
NP_015294.1	XP_006715898.1	227.0
NP_015294.1	NP_848519.1	181.0
NP_015294.1	XP_016866920.1	118.0
NP_015294.1	NP_113605.2	108.0
NP_015294.1	XP_011530593.1	106.0
NP_015294.1	NP_003567.2	97.1
NP_015294.1	NP_005003.2	74.3
NP_015294.1	NP_006866.2	71.6
NP_015294.1	NP_054700.2	62.8
NP_015294.1	NP_004841.2	61.2
NP_015294.1	NP_940980.3	58.5
NP_015294.1	NP_005202.2	56.6
NP_015294.1	NP_055185.2	56.2
NP_015294.1	NP_055185.2	52.8
NP_015294.1	NP_003233.4	40.8
NP_013507.1	NP_079388.3	40.8
NP_013507.1	NP_079388.3	34.7
NP_013507.1	XP_005270393.1	39.3
NP_013507.1	XP_005272095.1	37.0
NP_013507.1	XP_005272095.1	32.7
NP_013507.1	NP_671726.2	37.0
NP_013507.1	NP_671726.2	33.9
NP_013507.1	NP_689475.1	33.1
NP_013507.1	NP_689475.1	31.6
NP_013507.1	XP_011521556.1	31.6
NP_012708.1	XP_016878827.1	30.4
NP_009907.2	NP_113605.2	226.0
NP_009907.2	XP_011530593.1	161.0
NP_009907.2	NP_004841.2	135.0
NP_009907.2	NP_006866.2	109.0
NP_009907.2	NP_003567.2	99.0
NP_009907.2	XP_006715898.1	94.7
NP_009907.2	NP_940980.3	76.3
NP_009907.2	NP_848519.1	67.4
NP_009907.2	XP_016866920.1	65.9
NP_009907.2	NP_054700.2	62.0
NP_009907.2	NP_005003.2	59.3
NP_009907.2	NP_005202.2	50.8
NP_009907.2	NP_005202.2	36.2
NP_009907.2	NP_003233.4	39.7
NP_009907.2	NP_055185.2	34.3
NP_013283.1	NP_570124.1	38.1
NP_013283.1	NP_570124.1	33.1
NP_013283.1	XP_005259070.1	32.0
NP_013283.1	XP_005259070.1	32.0
NP_444297.1	XP_011543873.1	40.0
NP_444297.1	NP_055317.1	32.7
NP_014758.3	XP_016865679.1	30.0
NP_010858.3	XP_016874612.1	44.7
NP_010858.3	XP_016874612.1	35.0
NP_010858.3	XP_016874612.1	32.3
NP_010858.3	XP_016874612.1	32.0
NP_010858.3	XP_011543873.1	43.1
NP_010858.3	NP_055317.1	38.5
NP_010858.3	XP_016880190.1	32.7
NP_011493.1	XP_011541109.1	741.0
NP_013513.3	NP_055317.1	61.2
NP_013513.3	NP_055317.1	52.4
NP_013513.3	XP_016880190.1	54.7
NP_013513.3	XP_016880190.1	53.1
NP_013513.3	XP_016880190.1	51.6
NP_013513.3	XP_016880190.1	42.7
NP_013513.3	XP_016880190.1	39.7
NP_013513.3	XP_011543873.1	50.8
NP_013513.3	XP_011543873.1	35.8
NP_013066.1	NP_054828.2	191.0
NP_013066.1	NP_054828.2	178.0
NP_011308.1	NP_057123.1	34.7
NP_014518.1	NP_037418.3	68.9
NP_014518.1	XP_016878827.1	46.6
NP_014518.1	XP_016878827.1	42.4
NP_014518.1	NP_004634.1	40.8
NP_014518.1	NP_004634.1	35.0
NP_014392.3	XP_016880190.1	97.8
NP_014392.3	XP_016880190.1	82.8
NP_014392.3	XP_016880190.1	74.3
NP_014392.3	XP_016880190.1	53.9
NP_014392.3	XP_016880190.1	50.4
NP_014392.3	XP_011543873.1	69.7
NP_014392.3	XP_011543873.1	45.8
NP_014392.3	XP_011543873.1	33.1
NP_014392.3	XP_011543873.1	31.6
NP_014392.3	NP_055317.1	67.8
NP_014392.3	NP_055317.1	66.2
NP_014392.3	NP_055317.1	62.0
NP_014392.3	NP_055317.1	33.1
NP_014392.3	NP_001025126.2	44.3
NP_014392.3	XP_016874612.1	43.5
NP_014338.3	NP_071355.1	79.0
NP_014213.2	XP_016875499.1	84.7
NP_010669.1	XP_016878827.1	38.5
NP_010669.1	XP_005251048.1	33.1
NP_014082.1	XP_016880190.1	86.7
NP_014082.1	XP_016880190.1	83.6
NP_014082.1	XP_016880190.1	70.9
NP_014082.1	XP_016880190.1	65.9
NP_014082.1	XP_016880190.1	47.8
NP_014082.1	XP_016880190.1	47.0
NP_014082.1	XP_011543873.1	71.2
NP_014082.1	XP_011543873.1	57.4
NP_014082.1	NP_055317.1	70.5
NP_014082.1	NP_055317.1	57.8
NP_014082.1	NP_055317.1	47.0
NP_014082.1	NP_055317.1	32.0
NP_014082.1	XP_016874612.1	42.0
NP_014082.1	XP_016874612.1	38.9
NP_014082.1	NP_060912.2	36.6
NP_014082.1	NP_001025126.2	33.5
NP_010966.1	NP_054828.2	134.0
NP_013418.2	XP_006724813.1	243.0
NP_013418.2	NP_060322.1	32.3
NP_011076.1	NP_958931.1	33.5
NP_013639.1	NP_065779.1	77.4
NP_013639.1	NP_065779.1	36.6
NP_013639.1	XP_016855802.1	51.6
NP_013639.1	XP_016855802.1	47.4
NP_013639.1	XP_016879266.1	47.8
NP_013639.1	XP_016879266.1	47.0
NP_013230.1	XP_016880190.1	92.8
NP_013230.1	XP_016880190.1	79.3
NP_013230.1	XP_016880190.1	63.2
NP_013230.1	XP_016880190.1	62.8
NP_013230.1	XP_016880190.1	54.3
NP_013230.1	XP_016880190.1	53.5
NP_013230.1	XP_016880190.1	48.5
NP_013230.1	XP_011543873.1	68.6
NP_013230.1	XP_011543873.1	51.6
NP_013230.1	XP_011543873.1	47.8
NP_013230.1	XP_011543873.1	43.9
NP_013230.1	XP_011543873.1	39.3
NP_013230.1	XP_011543873.1	37.4
NP_013230.1	XP_011543873.1	34.7
NP_013230.1	XP_011543873.1	34.3
NP_013230.1	NP_055317.1	65.1
NP_013230.1	NP_055317.1	62.0
NP_013230.1	NP_055317.1	59.3
NP_013230.1	NP_055317.1	55.8
NP_013230.1	NP_055317.1	53.1
NP_013230.1	NP_001025126.2	45.1
NP_013230.1	NP_001025126.2	37.0
NP_013230.1	NP_001025126.2	33.5
NP_013230.1	XP_016874612.1	41.6
NP_013230.1	NP_060912.2	33.5
NP_013230.1	NP_060912.2	32.7
NP_010265.1	XP_016883654.1	251.0
NP_010265.1	XP_006719287.1	107.0
NP_010265.1	XP_005259070.1	42.0
NP_010265.1	XP_011516141.1	35.4
NP_015088.1	XP_011530593.1	53.5
NP_015088.1	NP_003567.2	52.0
NP_015088.1	NP_006866.2	48.5
NP_015088.1	NP_005202.2	49.3
NP_015088.1	NP_113605.2	45.8
NP_015088.1	XP_006715898.1	40.4
NP_015088.1	NP_004841.2	40.4
NP_015088.1	XP_016866920.1	37.7
NP_015088.1	NP_005003.2	31.6
NP_015429.1	NP_075555.1	66.2
NP_013501.1	NP_054828.2	198.0
NP_013501.1	NP_054828.2	182.0
NP_013501.1	NP_054828.2	34.3
NP_011325.1	XP_011543873.1	37.0
NP_011325.1	XP_016880190.1	30.8
NP_011374.1	XP_016878044.1	166.0
NP_012962.3	XP_016880190.1	70.5
NP_012962.3	XP_016880190.1	45.4
NP_012962.3	XP_011543873.1	63.2
NP_012962.3	XP_011543873.1	50.4
NP_012962.3	NP_055317.1	58.9
NP_012962.3	NP_055317.1	47.4
NP_012962.3	NP_055317.1	36.2
NP_012962.3	NP_001025126.2	39.7
NP_012962.3	XP_016874612.1	37.0
NP_012962.3	NP_055969.1	30.8
NP_012274.1	NP_037418.3	30.4
NP_012274.1	XP_016878827.1	28.1
NP_015287.1	NP_065703.1	50.4
NP_015287.1	NP_065703.1	46.6
NP_015287.1	NP_065703.1	46.6
NP_015287.1	NP_065703.1	45.8
NP_015287.1	NP_065703.1	45.8
NP_015287.1	NP_065703.1	44.7
NP_015287.1	NP_065703.1	42.7
NP_015287.1	NP_065703.1	40.4
NP_015287.1	NP_065703.1	37.4
NP_015287.1	NP_009066.2	50.1
NP_015287.1	NP_009066.2	49.3
NP_015287.1	NP_009066.2	48.1
NP_015287.1	NP_009066.2	47.8
NP_015287.1	NP_009066.2	46.6
NP_015287.1	NP_009066.2	45.8
NP_015287.1	NP_009066.2	42.7
NP_015287.1	NP_009066.2	42.7
NP_015287.1	NP_009066.2	42.4
NP_015287.1	XP_011515511.1	48.9
NP_015287.1	XP_011515511.1	45.1
NP_015287.1	XP_011515511.1	44.3
NP_015287.1	XP_011515511.1	42.7
NP_015287.1	XP_011515511.1	42.4
NP_015287.1	XP_011515511.1	41.6
NP_015287.1	XP_011515511.1	41.6
NP_015287.1	XP_011515511.1	41.2
NP_015287.1	XP_011515511.1	41.2
NP_015287.1	XP_011515511.1	40.4
NP_015287.1	XP_011515511.1	38.5
NP_015287.1	XP_011515511.1	35.8
NP_015287.1	XP_011515511.1	29.6
NP_015287.1	NP_597731.2	48.1
NP_015287.1	NP_597731.2	48.1
NP_015287.1	NP_597731.2	47.4
NP_015287.1	NP_597731.2	46.6
NP_015287.1	NP_597731.2	44.7
NP_015287.1	NP_597731.2	44.7
NP_015287.1	NP_597731.2	43.5
NP_015287.1	NP_597731.2	43.1
NP_015287.1	NP_597731.2	41.2
NP_015287.1	NP_597731.2	40.4
NP_015287.1	NP_597731.2	40.4
NP_015287.1	NP_597731.2	40.0
NP_015287.1	NP_597731.2	40.0
NP_015287.1	NP_597731.2	40.0
NP_015287.1	NP_597731.2	39.7
NP_015287.1	NP_597731.2	39.3
NP_015287.1	NP_597731.2	39.3
NP_015287.1	NP_597731.2	39.3
NP_015287.1	NP_597731.2	38.9
NP_015287.1	NP_597731.2	38.9
NP_015287.1	NP_597731.2	37.7
NP_015287.1	NP_597731.2	37.7
NP_015287.1	NP_597731.2	37.7
NP_015287.1	NP_597731.2	36.6
NP_015287.1	NP_597731.2	35.4
NP_015287.1	NP_597731.2	34.3
NP_015287.1	NP_689475.1	47.8
NP_015287.1	NP_689475.1	45.4
NP_015287.1	NP_689475.1	41.2
NP_015287.1	NP_689475.1	40.8
NP_015287.1	NP_689475.1	38.9
NP_015287.1	NP_689475.1	37.0
NP_015287.1	NP_689475.1	34.7
NP_015287.1	NP_689475.1	33.5
NP_015287.1	NP_689475.1	33.1
NP_015287.1	NP_689475.1	29.6
NP_015287.1	XP_005270393.1	47.4
NP_015287.1	XP_005270393.1	41.6
NP_015287.1	XP_005270393.1	40.4
NP_015287.1	XP_005270393.1	40.0
NP_015287.1	XP_005270393.1	36.2
NP_015287.1	XP_005270393.1	35.0
NP_015287.1	XP_005270393.1	33.9
NP_015287.1	XP_005270393.1	33.5
NP_015287.1	XP_005270393.1	33.1
NP_015287.1	XP_005270393.1	32.0
NP_015287.1	XP_006722724.1	47.0
NP_015287.1	XP_006722724.1	44.3
NP_015287.1	XP_006722724.1	42.0
NP_015287.1	XP_006722724.1	41.6
NP_015287.1	XP_006722724.1	40.8
NP_015287.1	XP_006722724.1	39.3
NP_015287.1	XP_006722724.1	38.5
NP_015287.1	XP_006722724.1	38.5
NP_015287.1	XP_006722724.1	38.1
NP_015287.1	XP_006722724.1	37.7
NP_015287.1	XP_006722724.1	37.4
NP_015287.1	XP_006722724.1	35.8
NP_015287.1	XP_006722724.1	32.7
NP_015287.1	XP_006722724.1	30.4
NP_015287.1	XP_006722724.1	29.3
NP_015287.1	XP_016862620.1	45.8
NP_015287.1	XP_016862620.1	43.9
NP_015287.1	XP_016862620.1	43.9
NP_015287.1	XP_016862620.1	42.7
NP_015287.1	XP_016862620.1	42.0
NP_015287.1	XP_016862620.1	41.2
NP_015287.1	XP_016862620.1	39.3
NP_015287.1	XP_016862620.1	35.0
NP_015287.1	XP_016882800.1	45.4
NP_015287.1	XP_016882800.1	45.1
NP_015287.1	XP_016882800.1	43.9
NP_015287.1	XP_016882800.1	42.7
NP_015287.1	XP_016882800.1	42.4
NP_015287.1	XP_016882800.1	41.2
NP_015287.1	XP_016882800.1	40.8
NP_015287.1	XP_016882800.1	40.0
NP_015287.1	XP_016882800.1	40.0
NP_015287.1	XP_016882800.1	38.5
NP_015287.1	XP_016882800.1	37.4
NP_015287.1	XP_011540390.1	45.1
NP_015287.1	XP_011540390.1	44.3
NP_015287.1	XP_011540390.1	42.7
NP_015287.1	XP_011540390.1	41.6
NP_015287.1	XP_011540390.1	40.8
NP_015287.1	XP_011540390.1	40.0
NP_015287.1	XP_011540390.1	40.0
NP_015287.1	XP_011540390.1	38.1
NP_015287.1	XP_011540390.1	35.8
NP_015287.1	XP_011540390.1	33.5
NP_015287.1	XP_011540390.1	32.3
NP_015287.1	NP_671726.2	43.9
NP_015287.1	XP_011521556.1	42.7
NP_015287.1	XP_011521556.1	37.0
NP_015287.1	XP_011521556.1	33.1
NP_015287.1	XP_011521556.1	32.3
NP_015287.1	XP_011521556.1	31.6
NP_015287.1	XP_011521556.1	28.9
NP_015287.1	NP_057079.2	40.0
NP_015287.1	XP_016883850.1	37.7
NP_015287.1	NP_079388.3	30.8
NP_015287.1	XP_016871132.1	30.0
NP_012783.1	XP_006715898.1	201.0
NP_012783.1	NP_848519.1	149.0
NP_012783.1	NP_113605.2	112.0
NP_012783.1	NP_003567.2	92.4
NP_012783.1	NP_005003.2	89.4
NP_012783.1	XP_016866920.1	75.9
NP_012783.1	XP_011530593.1	75.1
NP_012783.1	NP_004841.2	71.6
NP_012783.1	NP_006866.2	60.8
NP_012783.1	NP_054700.2	58.9
NP_012783.1	NP_005202.2	58.5
NP_012783.1	NP_940980.3	51.2
NP_012783.1	NP_055185.2	50.1
NP_012783.1	NP_055185.2	37.0
NP_012783.1	NP_003233.4	48.9
NP_116664.1	NP_002849.1	55.1
NP_116664.1	NP_002849.1	40.0
NP_015305.1	NP_067640.2	108.0
NP_014014.1	NP_588616.1	55.8
NP_011801.1	NP_008965.2	44.3
NP_011801.1	NP_060096.3	43.5
NP_011801.1	XP_011516144.1	42.4
NP_009780.1	NP_115512.3	48.1
NP_009408.3	NP_909119.1	38.9
NP_015147.1	NP_004634.1	44.7
NP_010765.3	NP_113605.2	295.0
NP_010765.3	XP_011530593.1	190.0
NP_010765.3	NP_006866.2	142.0
NP_010765.3	NP_004841.2	121.0
NP_010765.3	XP_006715898.1	104.0
NP_010765.3	NP_003567.2	99.4
NP_010765.3	NP_940980.3	89.7
NP_010765.3	NP_848519.1	75.9
NP_010765.3	NP_005003.2	74.7
NP_010765.3	XP_016866920.1	70.5
NP_010765.3	NP_054700.2	70.1
NP_010765.3	NP_055185.2	55.8
NP_010765.3	NP_003233.4	53.1
NP_010765.3	NP_005202.2	50.4
NP_010765.3	NP_005202.2	38.1
NP_010765.3	NP_291028.3	33.5
NP_013370.1	NP_003752.2	47.8
NP_012610.1	XP_006724813.1	186.0
NP_012610.1	NP_940980.3	34.3
NP_015081.1	NP_055056.3	33.1
NP_011471.1	NP_004634.1	41.6
NP_011471.1	NP_037418.3	32.0
NP_010279.3	XP_016879582.1	31.6
NP_013461.1	NP_054828.2	34.3
NP_013774.1	NP_001092142.1	37.4
NP_010141.1	NP_055972.1	35.4
NP_011437.3	NP_006764.3	174.0
NP_011437.3	NP_061955.1	140.0
NP_011051.3	XP_016878044.1	207.0
NP_011051.3	NP_001269030.1	86.7
NP_011051.3	NP_001269030.1	62.0
NP_011051.3	NP_001269030.1	47.4
NP_011051.3	NP_001269030.1	43.1
NP_011051.3	XP_016855802.1	37.0
NP_011051.3	XP_016879266.1	35.8
NP_011051.3	NP_065779.1	32.7
NP_010423.4	NP_066289.3	82.0
NP_010423.4	NP_066289.3	82.0
NP_010423.4	NP_066289.3	82.0
NP_010423.4	NP_066289.3	82.0
NP_010423.4	NP_066289.3	82.0
NP_010423.4	NP_066289.3	82.0
NP_010423.4	NP_066289.3	82.0
NP_010423.4	NP_066289.3	82.0
NP_010423.4	NP_066289.3	82.0
NP_010423.4	XP_016872323.1	28.9
NP_015057.1	NP_057104.2	63.9
NP_011511.3	XP_016880190.1	66.2
NP_011511.3	XP_016880190.1	52.0
NP_011511.3	XP_016880190.1	45.4
NP_011511.3	XP_016880190.1	45.1
NP_011511.3	XP_011543873.1	62.0
NP_011511.3	XP_011543873.1	52.0
NP_011511.3	XP_011543873.1	38.1
NP_011511.3	NP_055317.1	48.1
NP_011511.3	NP_055317.1	46.2
NP_011511.3	NP_055317.1	32.3
NP_011511.3	XP_016874612.1	35.8
NP_014128.2	NP_005210.3	80.1
NP_014128.2	NP_005210.3	46.2
NP_014128.2	NP_071418.2	41.6
NP_014128.2	XP_016873667.1	35.4
NP_009757.1	XP_016880190.1	116.0
NP_009757.1	XP_016880190.1	115.0
NP_009757.1	XP_016880190.1	110.0
NP_009757.1	XP_016880190.1	70.9
NP_009757.1	NP_055317.1	110.0
NP_009757.1	NP_055317.1	89.7
NP_009757.1	NP_055317.1	51.6
NP_009757.1	XP_011543873.1	104.0
NP_009757.1	XP_011543873.1	84.3
NP_009757.1	XP_011543873.1	57.8
NP_009757.1	XP_016874612.1	58.9
NP_009757.1	XP_016874612.1	45.4
NP_009757.1	NP_001025126.2	43.5
NP_009757.1	NP_060912.2	38.5
NP_011748.3	NP_570124.1	53.5
NP_011748.3	NP_570124.1	34.3
NP_011748.3	XP_005259070.1	52.4
NP_011748.3	XP_005259070.1	50.8
NP_011748.3	NP_002494.2	35.4
NP_011748.3	NP_002494.2	35.0
NP_011748.3	NP_002494.2	30.0
NP_011748.3	NP_002494.2	29.3
